EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
0.0291977304333333,0.0,0.0,0.1009305641333333,0.1800399671,0.1132307077499999,0.0,0.0287841816166666,0.0,0.2069367865833333,0.0,0.1788635800333333,0.1132441113666666,0.0,0.0130692763833333,0.0,0.0,0.0058543831833333,0.0071525709666666,0.0178406101833333,0.0265705153833333,0.0,0.0,0.0113821187833333,0.0137401837833333,0.0,0.0,0.0215311267833333,0.0220152114833333,0.0281814706333333,0.0303440752,0.0242005037,0.0064695810666666,0.1553201302833333,0.10594134405,0.0768027243333333,0.0752888209999999,0.0145038755833333,0.0139552807999999,0.0167579827666666,0.0171842159,0.40296266475,0.4031758258833333,0.0,0.0,0.0,0.0105499083333333,0.0553135853333333,0.0536978455999999,0.06130071605,0.07419164355,0.0,0.0393466843833333,0.0930742124833333,0.0432636533,-0.1560527384333333,-0.11920276535,0.00868859035,-0.1579148868666666,-0.1191498786333333,0.0009460608166666
0.0268470325166666,0.0,0.0,0.1002522384333333,0.1827728624166666,0.1134796192333333,0.0,0.02645914475,0.0,0.20624993245,0.0,0.1815847729833333,0.1134936809833333,0.0,0.0130783172,0.0,0.0,0.00595410525,0.0072921811833333,0.0178747831999999,0.0262818730666666,0.0,0.0,0.0116143238833333,0.0144040094166666,0.0,0.0,0.02134003895,0.021817456,0.0283701298833333,0.0305868449166666,0.0242413757333333,0.0065097432666666,0.15475049615,0.10547187925,0.0762660292166666,0.0747194724666666,0.0145945142333333,0.0140402304666666,0.01663355125,0.0170694834833333,0.3991352121,0.3993503451499999,0.0,0.0,0.0,0.0104843648,0.0551518375833333,0.0535977836833333,0.06028560735,0.0731778629166666,0.0,0.0404296051666666,0.0928697660833333,0.0430514626333333,-0.15562304855,-0.1203954791166666,0.0088065563166666,-0.1574961791333333,-0.1203426222166666,0.0009874752666666
0.0251662492166666,0.0,0.0,0.0991370380166666,0.1835474049,0.11375481885,0.0,0.0248029011833333,0.0,0.2051562219833333,0.0,0.1823622758333333,0.11376959585,0.0,0.0130936622999999,0.0,0.0,0.0060448735,0.0074087310833333,0.0178782216333333,0.0260059886333333,0.0,0.0,0.0116964185666666,0.0148012433333333,0.0,0.0,0.0211425361666666,0.0216151640499999,0.0285220667833333,0.0307933371333333,0.0242948619,0.0065442809666666,0.1543126404333333,0.10513870045,0.0757796416666666,0.0741933609,0.01464616445,0.0140916728333333,0.0164992470833333,0.0169464160333333,0.3959444661833333,0.3961606572166666,0.0,0.0,0.0,0.0104180628666666,0.05500196605,0.0535080203166666,0.0593211191333333,0.0721951412666666,0.0,0.0415623001666666,0.0926400795833333,0.0428202785666666,-0.1549536610666666,-0.1207307328833333,0.0087961047,-0.1568154444166666,-0.1206779144833333,0.0009540940333333
0.02390713805,0.0,0.0,0.0983107537166666,0.1839884991333333,0.1140868961833333,0.0,0.0235662202833333,0.0,0.2043567324666666,0.0,0.1828064198333333,0.1141024132833333,0.0,0.0131149573,0.0,0.0,0.0061292516333333,0.0075066749333333,0.0178570613666666,0.0257497548,0.0,0.0,0.0116505209833333,0.0150039477166666,0.0,0.0,0.0209369796166666,0.0214049552333333,0.0286354888333333,0.0309637930666666,0.0243573024166666,0.00657329445,0.1539749776333333,0.1049180254166666,0.0753380209166666,0.0737053019333333,0.0146620874333333,0.0141123860833333,0.0163578875333333,0.0168167520333333,0.3933199544666666,0.3935363640333333,0.0,0.0,0.0,0.0103525364,0.0548775693,0.0534381996833333,0.0584010643166666,0.0712420555333333,0.0,0.0427349358833333,0.0923987378833333,0.0425819307666666,-0.1544649476833333,-0.1209211101166666,0.00878030325,-0.156311435,-0.1208683115833333,0.0009244786
0.0228856237166666,0.0,0.0,0.09744926295,0.18363341935,0.114394214,0.0,0.02256442485,0.0,0.2035308033166666,0.0,0.1824592649833333,0.1144104798833333,0.0,0.0131420906166666,0.0,0.0,0.00620353345,0.0075815132999999,0.0178067084833333,0.0255153694833333,0.0,0.0,0.0114739841333333,0.01501842,0.0,0.0,0.0207257615666666,0.0211889147833333,0.0287044309166666,0.0310908403666666,0.0244286314833333,0.0065968838333333,0.1537617171833333,0.1048282185999999,0.0749565462333333,0.0732721500166666,0.0146412352666666,0.0141017129666666,0.0162120709833333,0.0166829790333333,0.3912371148666667,0.3914532711166666,0.0,0.0,0.0,0.0102896213666666,0.05476038345,0.0533713617666666,0.0575029626333333,0.0703065457333333,0.0,0.0439264973,0.0922062223333333,0.0423779351166666,-0.1539636552333333,-0.1207632968833333,0.0087197269166666,-0.1557877138166666,-0.1207105206999999,0.00087200315
0.022099996,0.0,0.0,0.0963540785166666,0.1848088502666666,0.1147338387833333,0.0,0.02179009625,0.0,0.2024562781,0.0,0.1836353763833333,0.1147509242333333,0.0,0.0131739683833333,0.0,0.0,0.0062695788833333,0.0076385142666666,0.0177334137166666,0.0252919160166666,0.0,0.0,0.0111606221833333,0.0148690163166666,0.0,0.0,0.0205092719,0.0209683139499999,0.0287442995833333,0.0311840902833333,0.0245101395999999,0.0066153182,0.1536326731333333,0.1048321487833333,0.0746145720333333,0.0728776094833333,0.0145939337,0.0140675899166666,0.0160661476333333,0.0165494463,0.38946762185,0.3896833509333333,0.0,0.0,0.0,0.0102216269,0.05465671855,0.0533191307,0.05663351465,0.0693962958833333,0.0,0.0451526505166666,0.09201954555,0.0422366311333333,-0.1533042465666666,-0.1212738355,0.0087306769333333,-0.1551183934,-0.1212210779333333,0.0008487837999999
0.0214854513,0.0,0.0,0.0956868839833333,0.1857588390333333,0.1150901441666666,0.0,0.0211791424333333,0.0,0.20179671545,0.0,0.1845845455833333,0.1151081361,0.0,0.0132066199333333,0.0,0.0,0.0063262709666666,0.0076772863166666,0.0176360784,0.0250787188833333,0.0,0.0,0.01064256065,0.0145699056166666,0.0,0.0,0.0202839793833333,0.0207379606333333,0.0287415015833333,0.03122234405,0.0245944472666666,0.0066283871333333,0.15354765455,0.1049006966166666,0.0743043087333333,0.0725167021166666,0.0145183778333333,0.0140073999499999,0.0159163372666666,0.0164131249,0.3879649391,0.3881804943166666,0.0,0.0,0.0,0.01014836675,0.0545495568333333,0.0532660571166666,0.0557846346166666,0.0685053715833333,0.0,0.0462322061166666,0.0919221043666666,0.0421300176666666,-0.15289853265,-0.1216871092666666,0.0087492526333333,-0.1547101884999999,-0.1216343641166666,0.0008401977166666
0.0209745075666666,0.0,0.0,0.09506960835,0.18673018365,0.1154653591333333,0.0,0.0206687255,0.0,0.2011843100166666,0.0,0.1855546161333333,0.1154842749333333,0.0,0.0132451534,0.0,0.0,0.006374911,0.00770168325,0.0175238919166666,0.02487380835,0.0,0.0,0.0100536677,0.0141869612833333,0.0,0.0,0.02006581085,0.0205142063333333,0.0287183128833333,0.0312341358333333,0.0246966974833333,0.0066390311333333,0.1535607203833333,0.1050655171166666,0.0740574772,0.0722164362666666,0.0144289055166666,0.0139346853833333,0.01577755965,0.01628807405,0.3865779588833333,0.3867935836333333,0.0,0.0,0.0,0.0100767586,0.0544558049333333,0.0532241556833333,0.0550285248666666,0.0677210042666666,0.0,0.0472370646833333,0.091856425,0.0420853067333333,-0.1525214438666666,-0.1221098601833333,0.0087712899,-0.1543323348,-0.1220571286833333,0.0008346117833333
0.02052717285,0.0,0.0,0.0948006163,0.18720401575,0.1157982659833333,0.0,0.0202206627833333,0.0,0.2009139408666666,0.0,0.18602767585,0.1158180621833333,0.0,0.0132812966333333,0.0,0.0,0.00641834905,0.0077205614666666,0.0174071515666666,0.0246745351166666,0.0,0.0,0.0094387096666666,0.0137676911833333,0.0,0.0,0.0198471990166666,0.0202895374833333,0.0286715524166666,0.0312143921,0.0248029390333333,0.0066464613833333,0.1535692314166666,0.1052382501333333,0.07382883875,0.0719367849333333,0.0143350654499999,0.0138571014166666,0.0156504550666666,0.0161742201833333,0.3848660290499999,0.3850815047833333,0.0,0.0,0.0,0.0100025708333333,0.0543597924166666,0.05317720585,0.0543155229333333,0.06698444235,0.0,0.0481359834333333,0.09185543655,0.0420548251666666,-0.1523547694,-0.1223161816666666,0.0087833822,-0.1541675751499999,-0.1222634514,0.0008334149499999
0.02014557925,0.0,0.0,0.0950007960166666,0.18704259395,0.1160642008,0.0,0.0198368815166666,0.0,0.2011036574833333,0.0,0.1858658467666666,0.1160847979333333,0.0,0.0133168628999999,0.0,0.0,0.0064587056666666,0.0077366402166666,0.0172865049333333,0.0244744268,0.0,0.0,0.0088534155666666,0.0133510758166666,0.0,0.0,0.0196386759,0.0200755813333333,0.0286109161833333,0.0311748736,0.0249155064333333,0.0066540920166666,0.1535679077,0.1054027092833333,0.0736193309166666,0.0716792990666666,0.0142454553,0.0137816242333333,0.0155383318999999,0.0160733154166666,0.3831479996666666,0.38336322705,0.0,0.0,0.0,0.0099235093166666,0.0542610355833333,0.0531218604499999,0.05365342895,0.0663037449,0.0,0.0488763892166666,0.0920067454333333,0.04205105765,-0.1524709810833333,-0.1222461983666666,0.00878420395,-0.1542897845333333,-0.1221934743,0.00083931745
