EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
0.043489203,0.023119932,0.028809607,0.04155608,0.0024125525,0.019670188,0.0032065248,0.043653842,0.022094088,0.06465115,0.022732705,0.0028016951,0.01963672,0.0026962417,0.010753227,0.0007862502,0.0053228545,0.03892211,0.015690086,0.049806304,0.01894948,0.0016070793,0.0028013373,0.008479262,0.0062787877,-0.0047063334,-0.0018597769,0.0070312577,0.0073660444,0.045230813,0.05157734,0.006421677,0.002217914,0.017291036,0.010881612,0.012937678,0.011510954,0.054321967,0.052177563,0.03580746,0.038749672,0.058053374,0.058309566,0.023721028,0.0019730919,0.0026951663,0.0053246547,0.017885081,0.020674976,0.047193028,0.05264944,-3.779953e-05,0.03535333,0.08737977,0.004473163,-0.026591677,0.0055529345,-0.003613587,-0.02672374,0.0065047294,-0.002075108
0.04994417,0.023379233,0.027216682,0.04789366,0.003993284,0.023274168,-0.00021255668,0.04916182,0.022586089,0.07376786,0.021482836,0.0043887235,0.023360241,-0.0008126029,0.013576216,0.00071250735,0.0067481645,0.051009536,0.020085819,0.061178137,0.021392718,0.001553212,0.0026239594,0.005965479,0.0030165077,-0.007829197,-0.004425141,0.007641868,0.008086408,0.05526337,0.06350092,0.0073004914,0.002513015,0.016908556,0.009009207,0.012549134,0.010740452,0.06579594,0.06306623,0.03994623,0.042631246,0.06713395,0.06716825,0.02774908,0.0018248373,0.0021801814,0.004533821,0.020192299,0.023308985,0.051036865,0.05669158,-0.00011729379,0.04333315,0.09811479,0.0053950804,-0.03346237,0.0032149036,-0.0036733567,-0.033603482,0.0037434013,-0.0024138629
0.051849276,0.023476215,0.02359363,0.05223096,0.005076701,0.024850998,-0.002824355,0.05061134,0.02278263,0.0804978,0.018782316,0.0054281848,0.02501395,-0.0036678356,0.014958469,0.0006529424,0.0076038986,0.057963416,0.023011459,0.06854593,0.023631882,0.0016361158,0.0022442976,0.0046360656,0.00065847207,-0.009334289,-0.005568276,0.007601776,0.007945305,0.061894435,0.07088322,0.007073301,0.0021467973,0.015863288,0.0076431828,0.011404101,0.009577563,0.07108539,0.067993954,0.04192403,0.04425867,0.07083996,0.07108538,0.030549064,0.0016588663,0.0018805676,0.004147946,0.021576878,0.025101725,0.053141296,0.058987595,-0.00019482552,0.04841084,0.10453382,0.004840926,-0.040204164,0.0015729261,-0.0035907796,-0.040156305,0.0019594673,-0.0025532164
0.05258286,0.023716576,0.020084579,0.055872068,0.005882266,0.025593296,-0.0044947295,0.051138442,0.023087751,0.08622419,0.016058326,0.0062444266,0.02580218,-0.005453191,0.015798572,0.0006458883,0.008344032,0.062299266,0.025223263,0.073881365,0.02571126,0.0017612334,0.001971196,0.0040926887,-0.0007487796,-0.010084197,-0.006036748,0.0076807453,0.007950618,0.066521026,0.076032504,0.0067959013,0.0018142795,0.015109574,0.0067743743,0.010674843,0.008876687,0.07452648,0.071115196,0.04338014,0.045514956,0.07308937,0.07357311,0.03278277,0.001598948,0.0017872036,0.00405712,0.022624925,0.026391063,0.054843605,0.061071627,-0.0002137254,0.052088458,0.109296724,0.0040211496,-0.046105847,0.0006795367,-0.0035608062,-0.045989815,0.000961598,-0.002671415
0.053002924,0.024066005,0.017133696,0.059071288,0.0064794878,0.025990145,-0.005580526,0.05148942,0.02347067,0.0912004,0.013675022,0.006879612,0.026221618,-0.006570386,0.016424756,0.00067363103,0.009048916,0.06520824,0.027014533,0.07799862,0.027531851,0.0018819001,0.0018183171,0.0040307697,-0.0014579184,-0.010575309,-0.006299939,0.0079447115,0.008189999,0.07002617,0.080000415,0.006672645,0.0016131436,0.014621674,0.006182576,0.010370246,0.008578367,0.07729926,0.073601305,0.044675723,0.046720542,0.0748901,0.075558655,0.034721486,0.0016189171,0.0017915207,0.004057418,0.023539195,0.0274323,0.056491897,0.06323154,-0.00019785634,0.054960743,0.11324678,0.0032639173,-0.051092215,0.00025150878,-0.0035906644,-0.051021017,0.00042752828,-0.0027964893
0.03561109,0.015492254,0.004433224,0.061967365,0.0075352527,0.02763201,-0.0037572542,0.034145184,0.014587367,0.0969157,0.0040105376,0.006869287,0.028120961,-0.005216141,0.007352714,-8.138531e-05,0.006387968,0.026331808,0.022642002,0.0452996,0.026801744,0.0023549427,0.0018293057,0.0043633753,-0.0013202876,-0.0070885373,-0.0008628655,0.0039140424,0.0032318528,0.051495075,0.057408217,0.004802867,-0.0024978025,0.02345159,0.012929893,0.010505771,0.009201894,0.024437249,0.022207446,0.018825289,0.019027118,0.07071937,0.071560524,0.030349066,0.00014651986,0.0005042639,0.004698074,0.022630773,0.026992865,0.052781723,0.059783775,-0.0008324363,0.06309944,0.110702015,0.002441281,-0.06495915,-0.009314118,-0.0037151258,-0.064109854,-0.009106042,-0.003487645
0.032222595,0.014389487,0.0011180695,0.06679672,0.006647112,0.028466411,-0.00019433675,0.030551719,0.013808464,0.103913575,0.0010416415,0.006353019,0.028959082,-0.0009312418,0.0029682165,-0.00014525611,0.0045043044,0.012780051,0.021666728,0.030566942,0.02886175,0.0028779977,0.0023151278,0.00549304,-0.00032523647,-0.004503061,0.0029972396,0.002928565,0.002236281,0.041260585,0.04662495,0.00508562,-0.0031651086,0.03092546,0.017804345,0.0139313135,0.012511747,0.005243413,0.0029036868,0.007771911,0.007950986,0.07488552,0.0751176,0.028201506,-0.00010368065,0.00039695913,0.0072486717,0.022351746,0.025886778,0.051397868,0.059814773,-0.00079667376,0.068947226,0.11266799,0.002457316,-0.07154602,-0.010273898,-0.0038832703,-0.07140904,-0.010426182,-0.0036769933
0.031542048,0.014307707,-0.00017173775,0.07108991,0.0056075407,0.029403003,0.002622883,0.029727085,0.013860282,0.109423906,-0.0004424099,0.0056006713,0.029762281,0.002356753,0.0011309152,-6.34669e-05,0.0031796945,0.008426715,0.021375883,0.021964708,0.029991118,0.0031265977,0.0027660313,0.006237533,0.0006347494,-0.0037950855,0.0044381036,0.0028780927,0.0022281636,0.035889745,0.04127249,0.005805657,-0.0030099014,0.03544408,0.020603156,0.01677313,0.015156424,-0.002711473,-0.00528213,0.001856491,0.0021932274,0.07851028,0.07821594,0.026969984,-0.00020029617,0.0002485501,0.008990865,0.022194693,0.025218222,0.050258838,0.05971582,-0.0007851509,0.073292404,0.114504695,0.0027985272,-0.07570469,-0.01010363,-0.0038808286,-0.076207556,-0.010540048,-0.0036921839
0.031261764,0.0141821215,-0.0013176966,0.074769765,0.00488846,0.030236373,0.0045359996,0.02936822,0.013753389,0.11402037,-0.0017270017,0.0050417017,0.030414613,0.004456724,0.00060474407,2.663082e-05,0.0022773172,0.0075293314,0.021400739,0.016584402,0.03015769,0.003292409,0.0030702106,0.0067006247,0.0012911661,-0.003960547,0.004708029,0.0031327796,0.0025231987,0.033461425,0.038936853,0.0067644967,-0.0025108492,0.037778784,0.021953098,0.018693937,0.01690533,-0.0058908183,-0.0086301975,-0.0015195515,-0.0010870062,0.080741845,0.08006786,0.026453212,-0.0002218656,8.626969e-05,0.009912642,0.022122266,0.024908911,0.049153335,0.059293926,-0.00079601095,0.07654952,0.11573151,0.0029296079,-0.07917202,-0.010123979,-0.0038422574,-0.080114104,-0.010696186,-0.0037293052
0.031187247,0.013974724,-0.0024388712,0.07786354,0.0045360215,0.030884963,0.0055968687,0.029255914,0.013524815,0.11796128,-0.0028552376,0.004777639,0.030887557,0.0055375807,0.00082147727,0.00010146486,0.0016949542,0.008029288,0.021665862,0.013310712,0.029834919,0.0034431978,0.003243984,0.0070232544,0.0016775997,-0.004495706,0.004488736,0.0034948632,0.0029324354,0.032918293,0.03854126,0.007839057,-0.0018913549,0.03891068,0.022493044,0.020014197,0.018075835,-0.0066535603,-0.009513691,-0.0033753235,-0.0029247962,0.08244189,0.08149965,0.026560172,-0.00017734338,-3.6214828e-05,0.010264504,0.022200424,0.024871357,0.04837956,0.058990277,-0.00080988323,0.07905803,0.11666178,0.0028110356,-0.08219082,-0.010560993,-0.0038201408,-0.08345913,-0.011164848,-0.0038171716
